store,item,error_std,mae,wape,mean_forecast,mean_actual
1,42,5.865757289327593,4.632880734979499,12.486166050856658,37.3423998982483,37.104109589041094
1,43,7.410419824312945,5.927486255741173,11.37922728315115,52.322238814574185,52.09041095890411
1,44,5.803706771374379,4.476070882815734,14.640791040664421,30.50797976589207,30.572602739726026
1,45,9.145221402359565,7.239195015611558,8.899650322324751,81.37781826424887,81.34246575342466
1,46,7.257399183866639,5.7757236720032745,9.676577344538671,59.79510837333003,59.68767123287671
1,47,4.765110834615793,3.7183443556543967,16.454845899780004,22.728435672284434,22.5972602739726
1,48,7.295643489820837,5.665422587091747,10.733308648855433,52.8593919228305,52.78356164383562
1,49,5.493969875561975,4.425347236861673,14.806597684980389,29.884680069764947,29.887671232876713
1,50,7.86729930610103,6.291464602433929,9.431512156597602,66.84256201425161,66.7068493150685
2,1,5.579516144135815,4.490465076363642,14.148996485434473,31.801737993852544,31.736986301369864
2,2,9.659477459188915,7.436227961790216,8.835937255203557,84.25091813920002,84.15890410958905
2,3,7.347432904263373,5.806654142984975,10.892885656522157,53.35488133805653,53.30684931506849
2,4,5.586765676262643,4.2878299376686035,13.432820592644756,31.944735121018574,31.92054794520548
2,5,5.266689107997226,4.17776383808358,15.788815499073378,26.518846230536383,26.46027397260274
2,6,9.795379917101997,7.657144923091888,9.098733264734639,84.54859583305549,84.15616438356165
2,7,9.831621464884071,7.889836828225522,9.34905834594785,84.36169745592386,84.3917808219178
2,8,10.564520442515668,8.381779727624476,7.550593811597152,110.28455431636138,111.00821917808219
2,9,8.894575288337073,7.021058577491074,9.513629508795493,73.83443584154412,73.8
2,10,10.903262241817933,8.623876291075414,8.123973690813312,105.95435949559234,106.15342465753425
2,11,9.344124054735166,7.463576086344988,7.353773171861036,101.36879519814433,101.4931506849315
2,12,10.82440079869415,8.624685357252307,8.580022227847076,100.46074001716022,100.52054794520548
2,13,11.681254136000632,9.357075607424512,7.708684339713232,118.95997059959164,121.38356164383562
2,14,9.593596993972158,7.620467418658775,8.971617610587533,85.22346981651333,84.93972602739726
2,15,12.705643077797783,9.98177623810276,7.89492139834339,122.59181577034634,126.43287671232876
2,16,6.49459927992284,5.167263164097541,13.927418807381498,37.34210248396269,37.1013698630137
2,17,7.510090899704287,6.01842605310093,12.664891953772495,47.751784779109805,47.52054794520548
2,18,12.641919623693786,10.219231971649146,8.330399476621267,119.58838917928192,122.67397260273972
2,19,7.403643369281187,5.83849999781555,10.027538580852042,58.43221626564775,58.224657534246575
2,20,7.921149147462351,6.370012001061933,9.283507208574985,68.81775625746536,68.61643835616438
2,21,7.764051891740043,6.046973372066467,10.41695903721097,58.08290436180908,58.04931506849315
2,22,11.619457607700651,9.229874490238933,8.001007431095832,114.19541745789557,115.35890410958905
2,23,7.387056767166038,5.764133291367206,13.585875315439946,42.478546945544174,42.42739726027397
2,24,10.283788357632007,8.203976845691457,8.563895065713497,95.78775590839919,95.7972602739726
2,25,11.541470030980093,9.305258965398703,8.040956278251205,114.47868610291606,115.72328767123288
2,26,8.262468616062467,6.655306741659555,9.591672434279939,69.47860669488601,69.38630136986302
2,27,5.6170586433907195,4.428629798765046,13.85964054316421,31.905034052757248,31.953424657534246
2,28,12.81884099727489,10.94564654857668,8.660093621118262,122.4046811435804,126.3917808219178
2,29,9.956403105428294,8.039019448912708,8.018150290622048,100.12242698592348,100.26027397260275
2,30,7.987851978367836,6.297091635323071,10.776119119006614,58.595189964499646,58.43561643835616
2,31,9.716530799978688,7.489058733801221,8.8891627519022,84.25066924379614,84.24931506849315
2,32,9.074512376036164,7.244967557167766,11.298496724487224,64.22999028134848,64.12328767123287
2,33,9.679797020841406,7.655312847635891,7.691134570292046,99.39214267761555,99.53424657534246
2,34,6.171683681846402,4.956456864945875,13.253529345825967,37.42308555546473,37.397260273972606
2,35,9.756158205217147,7.849571070196547,8.1782703183334,95.97167479809316,95.98082191780821
2,36,10.828490087426973,8.517477368059655,7.659790670268247,110.80612371289803,111.1972602739726
2,37,6.687126471344329,5.288907455758588,12.543542698842655,42.3690277627562,42.16438356164384
2,38,11.726685885232866,9.439798830058269,8.109792809328411,114.94753210731618,116.4
2,39,8.080987554758064,6.2026716470343475,9.954602080497457,62.43647421116188,62.30958904109589
2,40,6.684038148221848,5.151761884183346,12.200045985381959,42.24325618417737,42.227397260273975
2,41,5.655787306283708,4.494509008689883,14.014144781922155,32.051063854417244,32.07123287671233
2,42,7.597850384258973,6.056213018986589,11.399122070596663,53.24343838789541,53.12876712328767
2,43,9.15806392924955,7.271124123005895,9.854300849907736,73.8933968919015,73.78630136986301
2,44,7.037845408896095,5.584211896411535,13.160106806496707,42.554156433241246,42.43287671232877
2,45,11.981166488266947,9.760057810044216,8.353862444109698,115.53037409768274,116.83287671232877
2,46,9.639894260754527,7.6186778415745895,9.036255969892522,84.33569604744973,84.31232876712329
2,47,5.576303309257908,4.456712149825837,14.19087441931807,31.38860323071532,31.405479452054795
2,48,8.150853133408154,6.635345670762685,8.925048532681236,74.44302815436609,74.34520547945205
2,49,6.430972837523803,5.057651636300626,11.981067284850264,42.24608755236406,42.21369863013699
2,50,10.45266743643341,8.297824619890717,8.732285740572344,95.04568200921686,95.02465753424657
3,1,5.387889262653179,4.283061622692388,15.005927167236724,28.522697332230884,28.542465753424658
3,2,9.19289853423258,7.206378156849972,9.627143061453188,75.05075336165626,74.85479452054794
3,3,7.125984417521273,5.604648160339612,11.87356537537848,47.44058368746945,47.202739726027396
3,4,5.405350545996357,4.388701909610127,15.477064705388369,28.399770370496405,28.356164383561644
3,5,4.884637256796197,3.872204915186756,16.311076676782065,23.704250156619864,23.73972602739726
3,6,8.821267463205396,7.032606803300079,9.397750176482862,74.72309421115554,74.83287671232877
3,7,8.2251068045791,6.566603672486721,8.735368250082562,75.1667040781784,75.17260273972603
3,8,10.261829955851487,8.088848665311927,8.218544045314701,98.40792936357028,98.42191780821918
3,9,8.12370373807209,6.334780936585428,9.721640774695935,65.2153837989254,65.16164383561645
3,10,10.764374243563221,8.653006666436369,9.18551487101348,94.2411311415898,94.2027397260274
3,11,9.850703919385115,7.696562801133674,8.596748339597866,89.45456933919714,89.52876712328766
3,12,9.409664289403464,7.368069343675035,8.295839689189302,88.80446980579924,88.81643835616438
3,13,10.871707842575399,8.624030361384445,7.9270973378965035,108.44944767319946,108.79178082191781
3,14,8.493425892178047,6.728106109584811,8.908327819488722,75.64222527798364,75.52602739726028
3,15,11.143285671204875,9.032919624668978,7.952856364435866,112.35924662276281,113.58082191780822
3,16,5.910602645283701,4.646300177200329,14.068017956682871,33.1139089345513,33.02739726027397
3,17,6.663774539276188,5.378955420810586,12.693597521147371,42.50934735520217,42.37534246575343
3,18,10.021695606856758,7.950107757317471,7.39045775117379,107.17850172300619,107.57260273972602
3,19,7.4260849135036375,5.841050056565899,11.325877978360355,51.856508175872186,51.57260273972603
3,20,8.148025145197654,6.62677686220201,10.800024802213493,61.38252935819146,61.35890410958904
3,21,6.931722912929201,5.487573619870718,10.546358315358109,52.12898041969098,52.032876712328765
3,22,10.288656744490764,8.170887688823795,7.953845760669632,102.63911743982162,102.72876712328767
3,23,5.92105255055222,4.606292312041071,12.239183911297888,37.696633233233314,37.635616438356166
3,24,10.148033698664399,8.089943009558132,9.524640986029025,84.82813555611344,84.93698630136986
3,25,11.208868311147828,8.646987588795534,8.356457597263285,103.21964558344669,103.47671232876712
3,26,8.412633280139488,6.762836516474202,11.159291720221898,60.7630650935464,60.602739726027394
3,27,5.707053857848879,4.573015263154983,16.208492630137588,28.221213267986396,28.213698630136985
3,28,11.615237844106986,8.971468508512254,7.962325549790821,112.1440618795166,112.67397260273972
3,29,10.07057308345397,7.8296668923157,8.704664541729555,89.875396051026,89.94794520547946
3,30,7.80027396196245,6.1386984140709036,11.80270186017636,52.185791944518165,52.010958904109586
3,31,8.953862909525416,7.294001022837325,9.696996442672095,75.52001743958793,75.21917808219177
3,32,7.48809378383706,5.970108137551317,10.498094475146845,56.80172656524615,56.868493150684934
3,33,9.099157956969012,7.180337446526723,8.052178837354841,89.15788017053873,89.17260273972603
3,34,6.3085312641546585,5.024752704031967,15.21389246762064,33.05619734560156,33.02739726027397
3,35,9.369455299486402,7.525156755711513,9.026824687244321,83.5268520362041,83.36438356164383
3,36,10.44609292941174,8.386741397352127,8.452742261586433,99.24931815704717,99.21917808219177
3,37,6.35881620397457,5.0947808299925725,13.525310953140512,37.72092313774311,37.66849315068493
3,38,10.630158762804937,8.51830140440714,8.231223393981432,103.30349831204154,103.4876712328767
3,39,7.958151269602725,6.536851773052015,11.479748350481069,56.992712941725905,56.942465753424656
3,40,6.524070436687128,5.212189098657106,13.63762739075157,38.44701778612769,38.21917808219178
3,41,5.278252237743034,4.102313148794244,14.46569702743599,28.389585852033253,28.35890410958904
3,42,7.0975495796682155,5.606472541213627,11.831420429827554,47.50091566466171,47.38630136986301
3,43,8.150931607234545,6.549940027895692,10.015618392048294,65.41778706195026,65.3972602739726
3,44,6.285225940983919,5.004149002461041,13.433216046909466,37.352548511105795,37.25205479452055
3,45,10.673025823325506,8.361951300301403,8.063065608036384,103.50832157330652,103.7068493150685
3,46,8.511909976538181,6.724508716680985,8.893563597320673,75.53237738638359,75.6109589041096
3,47,5.593080733850373,4.398514194688362,15.492209602057821,28.35516899634978,28.39178082191781
3,48,8.779844109082184,6.890009985052666,10.502186772505736,65.8882080861139,65.6054794520548
3,49,6.4397928928188435,5.094826506397407,13.578763598649534,37.6704383761679,37.52054794520548
3,50,8.615173095416907,6.89075813254474,8.20194592655741,84.20392255727559,84.01369863013699
4,1,5.307870658384063,4.198980092930423,16.341056977498713,25.73399037386752,25.695890410958903
4,2,8.380150472830158,6.56144647455888,9.468363893468773,69.27753729681365,69.2986301369863
4,3,6.98622533771937,5.553338271034476,12.807028931115081,43.323443943574844,43.36164383561644
4,4,5.398053408695176,4.359060146289151,16.792157819477993,25.786051504036855,25.958904109589042
4,5,4.861855932307698,3.8787521923039368,17.91628132360082,21.842230149401864,21.649315068493152
4,6,8.73695873584521,6.841246354570085,9.97824143623609,68.7972865294372,68.56164383561644
4,7,8.961773514662868,7.118692457541159,10.272892685733298,69.37957628875844,69.2958904109589
4,8,10.041410511760837,7.818543846804483,8.519729233590985,91.83188719277119,91.76986301369863
4,9,8.317816023094837,6.5144948639792375,10.787055416016067,60.42321485672495,60.391780821917806
4,10,9.507151474753407,7.509784037485647,8.683894103222752,86.7157880672595,86.47945205479452
4,11,9.643588017982262,7.608844527440019,9.211065147144728,82.47949229315223,82.6054794520548
4,12,9.780111846027777,7.747339955744056,9.440720741984377,81.91360009298852,82.06301369863014
4,13,9.8994980688841,7.652469142407805,7.745628898197079,98.54149053683325,98.7972602739726
4,14,8.575657277379587,6.770562166673027,9.776694982931735,69.2364488501575,69.25205479452055
4,15,10.951684647155018,8.671160766767763,8.306799506234045,103.91667620638903,104.38630136986302
4,16,5.5286531876876905,4.408563118324889,14.354375898203248,30.827446900310445,30.71232876712329
4,17,6.136933926804487,4.856980092787457,12.562342218448283,38.83726335671053,38.66301369863014
4,18,11.27529462907038,9.284374606808282,9.293540838868536,99.92689666308394,99.9013698630137
4,19,7.257061955244875,5.839624096679196,12.221690339953591,47.99442804947823,47.78082191780822
4,20,7.8292079401142,6.300718701421895,11.210696724280938,56.38240538275931,56.202739726027396
4,21,7.584872794904113,6.0147275651146055,12.741587703231753,47.36179528980185,47.205479452054796
4,22,9.493313133823877,7.678238125673303,8.096131603509232,94.78553881736553,94.83835616438355
4,23,6.066374180622053,4.841273976953131,13.950146061323856,34.91844904091338,34.704109589041096
4,24,9.376245178147327,7.469266863577445,9.528124996350497,78.57304549655015,78.3917808219178
4,25,10.26903345206948,8.223576993487312,8.674659275830498,94.88337450687247,94.8
4,26,7.454043315203148,5.853787111560504,10.307454752856307,57.07595939711892,56.79178082191781
4,27,5.425295555869762,4.331896947372452,16.70867997242888,26.031762898355232,25.926027397260274
4,28,11.623769988811297,9.02474176530768,8.708377159459904,103.63265889562643,103.63287671232877
4,29,9.432219974447106,7.392089243013971,8.92203489864786,82.894231267616,82.85205479452055
4,30,7.3054728289643185,5.622220917762266,11.796451109354031,47.992856141562996,47.66027397260274
4,31,8.37454566984736,6.705984013897362,9.72422297514019,68.94419190106909,68.96164383561644
4,32,7.435230713232575,5.954157880484403,11.439454818279856,52.175855837766505,52.04931506849315
4,33,9.270834009215886,7.370815561445279,8.951116848308246,82.44145665150161,82.34520547945205
4,34,5.895774972708003,4.632674895227137,15.147597749331766,30.586529772832325,30.583561643835615
4,35,9.018565468959288,7.37016033516344,9.429712991919011,78.43865517602109,78.15890410958905
4,36,10.404321870180526,8.412039250994038,9.20630363890985,91.47707319102898,91.37260273972603
4,37,6.106236159877774,4.775748238896104,13.762419921025407,34.75485788703051,34.701369863013696
4,38,9.634057143512477,7.573155686974282,7.943108694671301,95.23491557960766,95.34246575342466
4,39,7.968129145164556,6.32014388332592,12.060712696261625,52.48797157330716,52.4027397260274
4,40,6.09810130523362,4.898246278764181,14.182610596136172,34.44931379149035,34.536986301369865
4,41,5.640033026446585,4.417473968866995,16.892383432545344,26.24138180618426,26.15068493150685
4,42,6.625563619216733,5.193483533477965,11.991532703184827,43.4205229692886,43.30958904109589
4,43,7.89998184190064,6.3867014920526035,10.42085849172642,61.3226061151093,61.28767123287671
4,44,6.28976431251077,4.999484196978162,14.374255469846625,34.83059437241593,34.78082191780822
4,45,10.267294342267864,8.197905476640456,8.583824834257339,95.48654182187335,95.5041095890411
4,46,8.967875520488347,7.109892834092095,10.273191419356378,69.31844125991043,69.20821917808219
4,47,5.529219841850005,4.312533805236714,16.477282936369733,26.102643898581807,26.172602739726027
4,48,7.9877422125835675,6.147970490084043,10.181530076591086,60.46530018899975,60.38356164383562
4,49,5.763615098948595,4.576759021861687,13.197322191337618,34.712524291490524,34.679452054794524
4,50,9.546248575557332,7.531258817463204,9.737546823854302,77.54095405925223,77.34246575342466
5,1,4.472710939178792,3.529812047166037,18.62630327042943,19.08775601958223,18.95068493150685
5,2,7.741246802336935,6.164273276136792,12.263365922439249,50.46252193612315,50.26575342465753
5,3,5.7219852537521865,4.591408238541171,14.660694664224716,31.310825809540354,31.317808219178083
5,4,4.332205538255629,3.558581807843202,19.16320979437546,18.8171436057668,18.56986301369863
5,5,4.074150115478491,3.2083990892566394,19.936426073862332,16.239437201647696,16.09315068493151
5,6,7.241058616600614,5.77091821111837,11.49648044459232,50.46027396786288,50.1972602739726
5,7,7.230594871009271,5.7510236139037065,11.47814752337518,50.112103076117656,50.104109589041094
5,8,8.837671196804196,7.063455995975,10.661489697009657,66.33045714924141,66.25205479452055
5,9,7.349224009437643,5.903649411790888,13.55155043898921,43.791781942499476,43.56438356164384
5,10,7.686898950460336,6.032806480643617,9.574217859189185,62.95379425488105,63.010958904109586
5,11,8.23766812115318,6.598005425733889,11.015789865487465,60.11175521222906,59.895890410958906
5,12,7.723127915357794,5.957751154230827,10.0484227683298,59.290649478191405,59.29041095890411
5,13,8.953419349376489,7.19319816727253,9.948909931998761,72.37557944412897,72.3013698630137
5,14,7.395599593237343,5.868669448436938,11.684837162772652,50.2585014170373,50.224657534246575
5,15,9.593682549617432,7.6503516302958365,10.166672777462974,75.26847691211594,75.24931506849315
5,16,4.43584719366443,3.398539608937724,15.678298246489753,21.77794849229869,21.676712328767124
5,17,5.462518608727957,4.28967357105877,15.129296100458506,28.282814431888543,28.353424657534248
5,18,8.425513606443133,6.576748790540231,9.088378103763995,72.30029091308357,72.36438356164383
5,19,5.805177722013439,4.625091801857887,13.281083374070718,34.949781164352316,34.824657534246576
5,20,6.212183375668825,5.053966875416906,12.498800118755815,40.55930575449541,40.43561643835616
5,21,5.973262110284693,4.7633930471621095,13.95040088433098,34.35624255807886,34.14520547945205
5,22,8.052415672588408,6.404924821652348,9.292461880527494,68.98886079190017,68.92602739726027
5,23,5.157307979673193,4.066011898293316,16.11044662263418,25.343764417605545,25.23835616438356
5,24,7.809203439903925,6.248444349333203,11.101991858572845,56.46344923584956,56.28219178082192
5,25,8.348235933915465,6.426362832880891,9.238735019108768,69.78665622443062,69.55890410958904
5,26,6.485042515758706,5.2007752977860395,12.754706602781054,41.08529271575451,40.775342465753425
5,27,4.423790099136774,3.519123617251596,18.677913629443545,19.082540323090914,18.84109589041096
5,28,8.654843329667552,6.835230572479727,9.07881790012773,75.18699382845838,75.28767123287672
5,29,8.335101622130178,6.497493116546974,10.94914583351637,59.49935394698181,59.342465753424655
5,30,5.917718632588686,4.648569517498924,13.51974401503671,34.55917914438388,34.38356164383562
5,31,7.911288993879645,6.384744549593303,12.63791627224271,50.81888393392262,50.52054794520548
5,32,6.005907533044863,4.873774423900285,12.907616200287361,37.76833162318367,37.75890410958904
5,33,7.740024767108318,6.1739547338106915,10.354224764937063,59.990732185523356,59.62739726027397
5,34,5.009367202062421,3.907987514115962,17.743692532060283,22.148053088183314,22.024657534246575
5,35,7.1848887366935195,5.689243675492947,9.997948683461365,56.925014193911544,56.9041095890411
5,36,8.401560901129614,6.525290597352714,9.96456810322877,65.34769368891337,65.48493150684932
5,37,4.727531722441488,3.7228575227701595,14.787713524987575,25.372221083598262,25.175342465753424
5,38,8.326550386399338,6.636349988005991,9.600744136433558,69.07892195609291,69.12328767123287
5,39,6.967447708259102,5.593433786260303,14.950229437500079,37.661121950532426,37.413698630136984
5,40,5.2187209202754605,4.091164926613867,16.422250062840224,25.062508539260133,24.912328767123288
5,41,4.558514338774847,3.654657589257337,19.318609993901926,19.238163184102564,18.91780821917808
5,42,5.648171714385251,4.432997241200593,14.240837819382296,31.005239638968835,31.12876712328767
5,43,7.199864921927211,5.7005693628545835,12.969568144623345,44.045834149511975,43.95342465753425
5,44,5.299122151367617,4.123234492853895,16.596609945871986,25.042892248594402,24.843835616438355
5,45,8.841250829322403,6.965489946954831,10.085302196193872,69.24811524967164,69.06575342465753
5,46,7.318381617556709,5.689746300770225,11.315012530135842,50.464545244685304,50.28493150684932
5,47,4.722606230802201,3.7208024347043267,19.85515919103917,18.918694355216587,18.73972602739726
5,48,6.5699544498665725,5.267232984495745,11.89617003490469,44.21642681635903,44.276712328767125
5,49,5.206787622385825,4.092986939751067,16.070785639082825,25.614552159232296,25.46849315068493
5,50,7.856526069999804,6.408130395560976,11.22938016409696,57.1075670559548,57.06575342465754
6,1,3.93921958211279,3.1485678567739717,17.038210047776126,18.74469088760127,18.47945205479452
6,2,7.317638327524498,5.798112429460214,11.438900798621578,50.740234668299635,50.68767123287671
6,3,5.905959201907054,4.869530770795164,15.520247392073305,31.349802580498434,31.375342465753423
6,4,4.564135354896393,3.617361809403431,19.337098131696724,18.926229764975897,18.706849315068492
6,5,4.250175928382711,3.2785020250337604,20.935151139561274,15.90149932113797,15.66027397260274
6,6,6.964776332782051,5.688802985728325,11.30820765597886,50.53768284710793,50.30684931506849
6,7,7.543303654548795,5.794287785288209,11.619135488573763,50.15679356138395,49.868493150684934
6,8,8.012999738711022,6.401164445433118,9.722545972215421,65.71744652347726,65.83835616438355
6,9,6.62507550041124,5.174405376053886,11.62751931453345,44.560824151693616,44.5013698630137
6,10,7.395497287668677,5.77631062553787,9.2418944387907,62.6056948757075,62.5013698630137
6,11,8.052560225962283,6.468359537360886,10.884975708329753,59.443303307141406,59.42465753424658
6,12,8.016073189095016,6.341084134694737,10.702870331392273,59.22811447804698,59.24657534246575
6,13,9.153710386305816,7.178321134766436,9.854026906576964,72.9258700240704,72.84657534246575
6,14,7.566279642240366,6.2006565326190755,12.227779104251784,50.78869460379356,50.70958904109589
6,15,9.620884489237586,7.634699912390106,10.202333850854465,75.02951241419244,74.83287671232877
6,16,4.501888359376099,3.6282230003720466,16.446862830797283,22.19581434441094,22.06027397260274
6,17,5.450873940240225,4.478661412178082,15.946848263047505,28.010440377130397,28.084931506849315
6,18,8.990579433219382,7.232164120937817,10.022933151620546,72.26735797420014,72.15616438356165
6,19,5.879890137347971,4.649645827836272,13.55852622162051,34.23890482932878,34.293150684931504
6,20,6.50264693304332,5.2323264737035275,12.868399453552911,40.555394652100084,40.66027397260274
6,21,5.931540864497839,4.732787048920846,13.707881866815654,34.6427398225464,34.52602739726027
6,22,8.620736868951003,6.845536138059047,9.993283567538104,68.58901793255845,68.5013698630137
6,23,5.015765119694791,3.9873381344271825,15.878010245100608,25.122278950218156,25.112328767123287
6,24,7.86031125598662,6.19560267617784,10.91986564684394,56.981617094251334,56.73698630136986
6,25,8.517564685791704,6.590162405029083,9.536949004185296,69.02632811164543,69.1013698630137
6,26,6.412788946931095,5.181180724025007,12.696414664445301,40.933056317591486,40.80821917808219
6,27,4.576637172169527,3.558699862081594,18.641295201776433,19.23632876007668,19.09041095890411
6,28,9.289609036977266,7.361529133403258,9.80963869041725,75.20068571349276,75.04383561643836
6,29,7.94254733614994,6.3717984014167985,10.788136267358436,59.37232180332227,59.06301369863014
6,30,6.1542521158393715,4.903802697524894,14.418301793109281,34.071608861257644,34.010958904109586
6,31,6.739028333881608,5.275495797599783,10.429269166028927,50.944866796694946,50.583561643835615
6,32,6.365058913796002,4.955267450738776,13.132969935518831,37.76434442088413,37.73150684931507
6,33,7.942644975940943,6.345665959636948,10.653946988350901,59.63654691884984,59.56164383561644
6,34,4.649534323479747,3.603821940505583,16.360634431399728,22.101626135299007,22.027397260273972
6,35,8.074063173140635,6.4494509966322715,11.521386128478754,56.24510650903565,55.97808219178082
6,36,8.320251600167905,6.601911434300361,9.965252361439278,66.36539564369515,66.24931506849315
6,37,4.92761957336906,3.912874929465578,15.654930935601621,25.054539632268323,24.994520547945207
6,38,8.679755092182615,7.018912145177291,10.179207457842146,69.07709156721334,68.95342465753424
6,39,6.124270207385311,4.871383108344758,13.055693035801724,37.33836881218471,37.31232876712329
6,40,5.460946561985285,4.265575740057236,16.66418864519845,25.54157207646324,25.5972602739726
6,41,4.46297830090151,3.5743046512255257,19.390921487772246,18.625995112826548,18.432876712328767
6,42,5.709156651056199,4.42840468931419,14.258713052220177,31.05371978522676,31.057534246575344
6,43,6.730228656233606,5.320174562497782,12.004597646585625,44.48257701694433,44.31780821917808
6,44,5.45517007272394,4.316048654458678,17.249072143626602,25.16328254773831,25.02191780821918
6,45,8.78625030752228,7.015049877390316,10.143781020709396,69.34592212509666,69.15616438356165
6,46,7.0716487113367235,5.482646495084154,11.048840385963539,49.7438462157293,49.62191780821918
6,47,4.329481282859418,3.3406948384008612,17.88432995037129,18.875639230699075,18.67945205479452
6,48,6.4282507983475465,5.056323837609592,11.459535552483707,44.19836958570163,44.12328767123287
6,49,5.016091997146972,4.062270373484848,16.300887052792103,25.06668105200422,24.92054794520548
6,50,7.316253447630376,5.803521426572287,10.236229441861818,56.745143577753026,56.6958904109589
7,1,4.3071179306244725,3.389003094950163,19.75069662552785,17.414611903057985,17.15890410958904
7,2,6.6476622579065365,5.259692281432653,11.508138608817397,45.87394444653188,45.704109589041096
7,3,5.144273132625538,4.0408141639179025,13.93384194454449,28.946666892332647,29.0
7,4,4.1849540304452875,3.2864542061288953,19.341434782925617,17.16505907459151,16.991780821917807
7,5,4.093434271173852,3.2336398640351383,22.396177426429325,14.854697631399175,14.438356164383562
7,6,6.77485165353462,5.394941544231185,11.740720627500492,46.18894648399638,45.95068493150685
7,7,6.944074119468491,5.576227189749305,12.09126670384659,46.14380404481093,46.11780821917808
7,8,7.3028900472743885,5.733653862073932,9.485919951305345,60.42862588222372,60.443835616438356
7,9,6.5176153401662456,5.011013353387371,12.350731811644206,40.7116818287888,40.57260273972603
7,10,7.726867404195778,6.212482705202464,10.740603388588951,58.120660066772636,57.84109589041096
7,11,7.395608846430672,5.84922920795137,10.679114950491448,54.57283176432648,54.772602739726025
7,12,7.705185798926829,6.011878112069788,10.981560959390816,54.84573214296141,54.74520547945205
7,13,8.637975519646632,6.916464659430859,10.466023799561642,66.2305462024415,66.08493150684932
7,14,6.8357235491939,5.445060870468097,11.882382026311465,45.97371963581234,45.824657534246576
7,15,7.853831440898711,6.10615669183254,8.90715047765517,68.66818605811373,68.55342465753425
7,16,4.883436889251675,3.9609479545082635,20.013095285098508,19.996827240003075,19.791780821917808
